School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Creative_School_Certification,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,Supportive_School_Award,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl
610145,REINBERG,Peter A Reinberg Elementary School,Neighborhood,ES,3425 N MAJOR AVE,Chicago,Illinois,60634,773-534-3465,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,82.1,73,50.6,71,,,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,,,,,,,93.1,89.8,86.9,89,92.8,,,,,,,,,,,,,,,,,,,,,,,,7.1,38.2,,ESTABLISHED,2022,41.943019,-87.768983,,,0,939,0,0,0,0,0,0,0,0
609929,FULTON,Robert Fulton Elementary School,Neighborhood,ES,5300 S HERMITAGE AVE,Chicago,Illinois,60609,773-535-9000,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,82.9,73,74.4,71,,,DEVELOPING,WEAK,NEUTRAL,VERY STRONG,VERY WEAK,WEAK,NEUTRAL,,,,,,,89.5,87.8,86.9,89,93.1,,,,,,,,,,,,,,,,,,,,,,,,19.3,41.2,,EMERGING,2022,41.79758,-87.668436,,,0,939,0,0,0,0,0,0,0,0
609976,HAYT,Stephen K Hayt Elementary School,Neighborhood,ES,1518 W GRANVILLE AVE,Chicago,Illinois,60660,773-534-2040,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,45.9,73,65,71,,,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,,0.1,,2.7,,1.0 days,94,90.7,86.9,91.3,93.2,,,,,,,,,,,,,,,,,,,,,,,,13.9,30.9,,ESTABLISHED,2022,41.994541,-87.668504,,,0,939,0,0,0,0,0,0,0,0
610221,WEBSTER,Daniel Webster Elementary School,Neighborhood,ES,4055 W ARTHINGTON ST,Chicago,Illinois,60624,773-534-6925,2022,,,,,,NO DATA AVAILABLE,WELL ORGANIZED,52.3,73,72,71,,,STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,,,,,,,88.2,88.6,86.9,89.9,93.2,,,,,,,,,,,,,,,,,,,,,,,,13.2,47.8,,EMERGING,2022,41.869916,-87.727524,,,0,939,0,0,0,0,0,0,0,0
609943,OWENS,Jesse Owens Elementary Community Academy,Neighborhood,ES,12302 S STATE ST,Chicago,Illinois,60628,773-535-5475,2022,,,,,,NO DATA AVAILABLE,MODERATELY ORGANIZED,82.4,73,54.8,71,,,EXCELLING,WEAK,STRONG,VERY STRONG,NEUTRAL,WEAK,NEUTRAL,,5.1,,4.2,,1.7 days,82.5,85.6,86.9,84.4,91,,,,,,,,,,,,,,,,,,,,,,,,17.3,53.6,,EMERGING,2022,41.670618,-87.622546,,,0,939,0,0,0,0,0,0,0,0
609863,COLUMBUS,Christopher Columbus Elementary School,Neighborhood,ES,1003 N LEAVITT ST,Chicago,Illinois,60622,773-534-4350,2022,,2022,2012,,,NO DATA AVAILABLE,ORGANIZED,96.7,73,99.9,71,,,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,,1.7,,12.5,,1.5 days,97.1,91.2,86.9,90.7,93.5,,,,,,,,,,,,,,,,,,,,,,,,14.9,29.8,,ESTABLISHED,2022,41.899566,-87.681938,,,0,939,0,0,0,0,0,0,0,0
610256,ROBINSON,Jackie Robinson Elementary School,Neighborhood,ES,4225 S LAKE PARK AVE,Chicago,Illinois,60653,773-535-1777,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,,73,58.8,71,,,DEVELOPING,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,,2.7,,50,,1.3 days,87.1,87.9,86.9,89.1,91.9,,,,,,,,,,,,,,,,,,,,,,,,22.2,45.7,,ESTABLISHED,2022,41.817349,-87.599067,,,0,939,0,0,0,0,0,0,0,0
609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,Neighborhood,HS,7740 S INGLESIDE AVE,Chicago,Illinois,60619,773-535-3100,2022,,,,,,FAR BELOW EXPECTATIONS,ORGANIZED,91.7,73,79,71,,,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,WEAK,,31,,17.4,,2.9 days,58.3,71.6,86.9,82,88.6,12.1,15.7,6.1,77.1,88.8,71.4,86.7,50,82.9,44.7,80.2,63.2,84,63,83.8,17.6,61.8,27.3,61.9,,,,,35.2,74.7,,EMERGING,2022,41.753748,-87.601727,,,713,939,0,0,7.7,7.7,0,0,1.7,1.7
610213,WADSWORTH,James Wadsworth Elementary School,Neighborhood,ES,6650 S ELLIS AVE,Chicago,Illinois,60637,773-535-0730,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,87.6,73,63.3,71,,,DEVELOPING,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,STRONG,,,,,,,93.5,85.8,86.9,86.8,91.1,,,,,,,,,,,,,,,,,,,,,,,,21,51.9,,EMERGING,2022,41.773478,-87.601018,,,0,939,0,0,0,0,0,0,0,0
400092,CICS - BOND,CICS - Lloyd Bond,Charter,ES,13300 S LANGLEY AVE,Chicago,Illinois,60827,773-468-1300,2022,,,,,,NO DATA AVAILABLE,ORGANIZED,63,73,54.2,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,WEAK,,,,,,,82.8,80.5,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,70.2,,NOT RATED,2022,41.653663,-87.605039,,,0,939,0,0,0,0,0,0,0,0
609680,PAYTON HS,Walter Payton College Preparatory High School,Selective enrollment,HS,1034 N WELLS ST,Chicago,Illinois,60610,773-534-0034,2022,2021,,,,2013,FAR ABOVE EXPECTATIONS,PARTIALLY ORGANIZED,15.9,73,58,71,,,EXCELLING,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY WEAK,WEAK,NOT ENOUGH DATA,,0.3,,13.8,,1.8 days,91.6,91.6,86.9,84.3,92,0.1,0.4,6.1,99,88.8,99.3,86.7,98.4,82.9,97.9,80.2,97.6,84,97.6,83.8,87.1,61.8,88.7,61.9,95.6,71.2,92.9,71.7,,29.8,,NOT RATED,2022,41.901575,-87.635385,,,1366,939,92.6,92.6,94,94,98.5,98.5,94.9,94.9
609988,HENRY,Patrick Henry Elementary School,Neighborhood,ES,4250 N SAINT LOUIS AVE,Chicago,Illinois,60618,773-534-5060,2022,,2022,,2012,,NO DATA AVAILABLE,ORGANIZED,87.9,73,91.7,71,,,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,,,,,,,92.9,90.5,86.9,84.8,90.8,,,,,,,,,,,,,,,,,,,,,,,,10.5,34.7,,ESTABLISHED,2022,41.958989,-87.715632,,,0,939,0,0,0,0,0,0,0,0
609937,GARVY,John W Garvy Elementary School,Neighborhood,ES,5225 N OAK PARK AVE,Chicago,Illinois,60656,773-534-1185,2022,,,,,,NO DATA AVAILABLE,WELL ORGANIZED,99.9,73,82.5,71,,,STRONG,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,,2,,11.3,,1.8 days,96.6,93,86.9,94,94,,,,,,,,,,,,,,,,,,,,,,,,3.9,19.9,,EXEMPLARY,2022,41.976352,-87.796235,,,0,939,0,0,0,0,0,0,0,0
610179,SMYSER,Washington D Smyser Elementary School,Neighborhood,ES,4310 N MELVINA AVE,Chicago,Illinois,60634,773-534-3711,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,89.9,73,86.7,71,,,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,,1.8,,28.6,,1.7 days,94.4,90.9,86.9,93.3,93.5,,,,,,,,,,,,,,,,,,,,,,,,6.1,31.5,,ESTABLISHED,2022,41.958868,-87.781975,,,0,939,0,0,0,0,0,0,0,0
609734,TAFT HS,William Howard Taft High School,Neighborhood,HS,6530 W BRYN MAWR AVE,Chicago,Illinois,60631,773-534-1000,2022,,,,,,MET EXPECTATIONS,NOT ENOUGH DATA,1.1,73,37,71,,,EXCELLING,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0,1.3,0.9,2.5,2.0 days,1.6 days,87.7,84.3,86.9,87.1,92.2,1.3,1.5,6.1,93.4,88.8,89.6,86.7,91.1,82.9,88.2,80.2,90.4,84,90.1,83.8,73.5,61.8,75.3,61.9,81.3,71.2,80.5,71.7,6.3,50.6,,ESTABLISHED,2022,41.982961,-87.791547,,,969,939,56.6,56.6,48.5,48.5,41.5,41.5,48.8,48.8
610115,PARK MANOR,Park Manor Elementary School,Neighborhood,ES,7037 S RHODES AVE,Chicago,Illinois,60637,773-535-3070,2022,,,,2012,,NO DATA AVAILABLE,WELL ORGANIZED,89.9,73,82.8,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,,2.4,,19.4,,2.7 days,92.5,89.3,86.9,89.9,91.8,,,,,,,,,,,,,,,,,,,,,,,,25.2,37.5,,EMERGING,2022,41.766477,-87.611546,,,0,939,0,0,0,0,0,0,0,0
610547,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,Selective enrollment,HS,1955 E 75TH ST,Chicago,Illinois,60649,773-535-8350,2022,,,,2012,,BELOW EXPECTATIONS,PARTIALLY ORGANIZED,49.9,73,54.4,71,,,EXCELLING,WEAK,NEUTRAL,STRONG,WEAK,WEAK,WEAK,0.2,10.6,12.5,68.2,2.0 days,3.1 days,77.6,79.1,86.9,82.3,90.8,1.8,4.5,6.1,82.8,88.8,70.6,86.7,90.9,82.9,86.1,80.2,86.1,84,90.3,83.8,72.7,61.8,73.7,61.9,67.3,71.2,85.9,71.7,6.3,73.8,,EMERGING,2022,41.758792,-87.576353,,,893,939,17.9,17.9,33.3,33.3,13.3,13.3,21.2,21.2
610054,MARSH,John L Marsh Elementary School,Neighborhood,ES,9822 S EXCHANGE AVE,Chicago,Illinois,60617,773-535-6430,2022,,2022,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,95,73,75.8,71,,,STRONG,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,,0.2,,6.3,,2.0 days,89.8,87.7,86.9,88.8,91.2,,,,,,,,,,,,,,,,,,,,,,,,6,45.8,,ESTABLISHED,2022,41.716588,-87.552483,,,0,939,0,0,0,0,0,0,0,0
610093,NEIL,Jane A Neil Elementary School,Neighborhood,ES,8555 S MICHIGAN AVE,Chicago,Illinois,60619,773-535-3000,2022,,,,,,NO DATA AVAILABLE,ORGANIZED,99.9,73,56.9,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,,4,,28.6,,2.7 days,84.4,82.6,86.9,85.4,91.5,,,,,,,,,,,,,,,,,,,,,,,,11.8,44.6,,ESTABLISHED,2022,41.738407,-87.620933,,,0,939,0,0,0,0,0,0,0,0
400097,NOBLE - BULLS HS,Noble - Chicago Bulls College Prep,Charter,HS,2040 W ADAMS ST,Chicago,Illinois,60612,773-534-7599,2022,,,,,,BELOW EXPECTATIONS,MODERATELY ORGANIZED,77.6,73,75,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,,,,,,,78,83.5,86.9,,,0.2,0.7,6.1,95.7,88.8,88.6,86.7,90.5,82.9,92,80.2,94.2,84,93.8,83.8,73.8,61.8,82.6,61.9,67.2,71.2,72.3,71.7,6.9,60.5,,NOT RATED,2022,41.878809,-87.678195,,,903,939,30.4,30.4,26.2,26.2,21.7,21.7,25.9,25.9
609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,Magnet,HS,5039 N KIMBALL AVE,Chicago,Illinois,60625,773-534-5100,2022,,,,,,MET EXPECTATIONS,MODERATELY ORGANIZED,86.4,73,75.4,71,,,EXCELLING,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,,1.6,,8,,1.8 days,88.5,87.5,86.9,86.5,92.1,0.4,0.6,6.1,92,88.8,88,86.7,94.6,82.9,91.2,80.2,94.5,84,93.3,83.8,75.3,61.8,77.2,61.9,83.3,71.2,76.9,71.7,3.2,43.7,,EXEMPLARY,2022,41.973185,-87.713386,,,1003,939,63.4,63.4,57.9,57.9,49.3,49.3,57.2,57.2
609676,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,Career academy,HS,3000 S KING DR,Chicago,Illinois,60616,773-534-9000,2022,,,,,,FAR BELOW EXPECTATIONS,ORGANIZED,69.5,73,68.4,71,,,EMERGING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,,4.5,,18.3,,3.1 days,64.8,71.3,86.9,81.6,91.9,2.8,3.7,6.1,81,88.8,87.4,86.7,78.2,82.9,63.1,80.2,65.1,84,76.3,83.8,59.3,61.8,38.9,61.9,46.4,71.2,54.7,71.7,14.1,85.3,,EMERGING,2022,41.840226,-87.617637,,,778,939,3.5,3.5,3.9,3.9,0,0,2.4,2.4
609848,ALDRIDGE,Ira F Aldridge Elementary School,Neighborhood,ES,630 E 131ST ST,Chicago,Illinois,60827,773-535-5614,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,93.7,73,80.8,71,,,EMERGING,WEAK,NEUTRAL,STRONG,STRONG,STRONG,WEAK,,1.3,,7.7,,2.0 days,82.3,82.5,86.9,90.4,93.4,,,,,,,,,,,,,,,,,,,,,,,,24.2,73.7,,EXEMPLARY,2022,41.657405,-87.606474,,,0,939,0,0,0,0,0,0,0,0
400079,ACERO - ZIZUMBO,Acero Charter Schools - SPC Daniel Zizumbo,Charter,ES,4248 W 47TH ST,Chicago,Illinois,60632,773-579-3470,2022,,,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,95.7,73,89.5,71,,,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,,,,,,,92.5,91.1,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,7,29.5,,NOT RATED,2022,41.810135,-87.730495,,,0,939,0,0,0,0,0,0,0,0
609741,HUBBARD HS,Gurdon S Hubbard High School,Neighborhood,HS,6200 S HAMLIN AVE,Chicago,Illinois,60629,773-535-2200,2022,,,,,,BELOW EXPECTATIONS,MODERATELY ORGANIZED,83,73,59.5,71,,,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,,7.9,,13.3,,1.8 days,88.1,80.8,86.9,82.6,92.5,1.8,4.7,6.1,87.8,88.8,78.5,86.7,83.8,82.9,77.9,80.2,80.2,84,80.9,83.8,58.8,61.8,60,61.9,65.3,71.2,64.1,71.7,9.8,67.3,,EMERGING,2022,41.780526,-87.718014,,,882,939,26,26,21.7,21.7,15.8,15.8,21.5,21.5
609788,BARNARD,Alice L Barnard Computer Math & Science Ctr ES,Neighborhood,ES,10354 S CHARLES ST,Chicago,Illinois,60643,773-535-2625,2022,,,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,96.6,73,80.8,71,,,STRONG,WEAK,WEAK,WEAK,WEAK,WEAK,VERY WEAK,,22,,25,,1.4 days,92.2,88.9,86.9,92.7,92.3,,,,,,,,,,,,,,,,,,,,,,,,6.3,41.6,,EMERGING,2022,41.705131,-87.658074,,,0,939,0,0,0,0,0,0,0,0
609772,ADDAMS,Jane Addams Elementary School,Neighborhood,ES,10810 S AVENUE H,Chicago,Illinois,60617,773-535-6210,2022,,2022,,,,NO DATA AVAILABLE,MODERATELY ORGANIZED,73.4,73,59.6,71,,,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,,0.9,,12.5,,1.0 days,93.2,89.4,86.9,89.2,91.8,,,,,,,,,,,,,,,,,,,,,,,,6.3,41.2,,ESTABLISHED,2022,41.698739,-87.532976,,,0,939,0,0,0,0,0,0,0,0
610203,MONARCAS,Monarcas Academy,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,773-535-9280,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,77.7,73,54.2,71,,,DEVELOPING,STRONG,STRONG,STRONG,NEUTRAL,WEAK,WEAK,,,,,,,91,90.1,86.9,90.4,93.5,,,,,,,,,,,,,,,,,,,,,,,,8.6,39,,ESTABLISHED,2022,41.787523,-87.708179,,,0,939,0,0,0,0,0,0,0,0
610192,STOWE,Harriet Beecher Stowe Elementary School,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,773-534-4175,2022,,2022,,2013,,NO DATA AVAILABLE,NOT YET ORGANIZED,79,73,67.9,71,,,DEVELOPING,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,,9.1,,52,,1.3 days,89.6,88.7,86.9,90.1,93.2,,,,,,,,,,,,,,,,,,,,,,,,12.9,43.5,,EMERGING,2022,41.911938,-87.713318,,,0,939,0,0,0,0,0,0,0,0
609864,COOK,John W Cook Elementary School,Neighborhood,ES,8150 S BISHOP ST,Chicago,Illinois,60620,773-535-3315,2022,,2022,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,99.9,73,58.8,71,,,STRONG,VERY WEAK,NEUTRAL,NEUTRAL,VERY WEAK,VERY WEAK,WEAK,,1.3,,13.8,,1.0 days,88.1,87.9,86.9,80,89,,,,,,,,,,,,,,,,,,,,,,,,24.8,50.4,,NOT RATED,2022,41.745237,-87.659775,,,0,939,0,0,0,0,0,0,0,0
609719,LAKE VIEW HS,Lake View High School,Neighborhood,HS,4015 N ASHLAND AVE,Chicago,Illinois,60613,773-534-5440,2022,,,,2012,,BELOW EXPECTATIONS,MODERATELY ORGANIZED,68.2,73,60.2,71,,,STRONG,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,,12.8,,8.7,,1.8 days,79.1,77.9,86.9,84.4,92.5,0.7,1.5,6.1,86.3,88.8,84.7,86.7,80.2,82.9,85.6,80.2,88.7,84,94.3,83.8,63.1,61.8,66.9,61.9,75.2,71.2,74.8,71.7,11.5,65.4,,ESTABLISHED,2022,41.954764,-87.668953,,,918,939,36.5,36.5,24.7,24.7,28.3,28.3,30.3,30.3
610074,MONROE,James Monroe Elementary School,Neighborhood,ES,3651 W SCHUBERT AVE,Chicago,Illinois,60647,773-534-4155,2022,,2022,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,91.6,73,72.1,71,,,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,,0.3,,3.4,,2.0 days,94,88.9,86.9,89,92.7,,,,,,,,,,,,,,,,,,,,,,,,6.4,45.9,,ESTABLISHED,2022,41.929989,-87.719224,,,0,939,0,0,0,0,0,0,0,0
610228,WHITTIER,John Greenleaf Whittier Elementary School,Neighborhood,ES,1900 W 23RD ST,Chicago,Illinois,60608,773-535-4590,2022,,2022,,,,NO DATA AVAILABLE,ORGANIZED,87.6,73,91.3,71,,,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,,,,,,,93,87.8,86.9,86.3,93.3,,,,,,,,,,,,,,,,,,,,,,,,6.8,42.8,,EXEMPLARY,2022,41.850481,-87.673392,,,0,939,0,0,0,0,0,0,0,0
610017,SAUCEDO,Maria Saucedo Elementary Scholastic Academy,Magnet,ES,2850 W 24TH BLVD,Chicago,Illinois,60623,773-534-1770,2022,,2022,,,,NO DATA AVAILABLE,NOT YET ORGANIZED,82.3,73,72.3,71,,,STRONG,NEUTRAL,NEUTRAL,WEAK,WEAK,VERY WEAK,WEAK,,0.1,,9.1,,1.0 days,94.3,88.3,86.9,90.1,91.8,,,,,,,,,,,,,,,,,,,,,,,,4.3,43.3,,ESTABLISHED,2022,41.847941,-87.697316,,,0,939,0,0,0,0,0,0,0,0
400075,U OF C - DONOGHUE,University of Chicago - Donoghue,Charter,ES,707 E 37TH ST,Chicago,Illinois,60653,773-285-5301,2022,,,,,,NO DATA AVAILABLE,ORGANIZED,92.8,73,86.7,71,,,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,,,,,,,92,89.1,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,42,,NOT RATED,2022,41.827726,-87.608501,,,0,939,0,0,0,0,0,0,0,0
609908,ESMOND,Esmond Elementary School,Neighborhood,ES,1865 W MONTVALE AVE,Chicago,Illinois,60643,773-535-2650,2022,,2022,,2013,,NO DATA AVAILABLE,ORGANIZED,70.1,73,63.6,71,,,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,1.1,,9.7,,1.3 days,91.8,84.4,86.9,82.7,91,,,,,,,,,,,,,,,,,,,,,,,,12.5,58.3,,EMERGING,2022,41.68942,-87.669159,,,0,939,0,0,0,0,0,0,0,0
609718,KENNEDY HS,John F Kennedy High School,Neighborhood,HS,6325 W 56TH ST,Chicago,Illinois,60638,773-535-2325,2022,,,,2013,,BELOW EXPECTATIONS,PARTIALLY ORGANIZED,73.4,73,73.1,71,,,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,,4.7,,94.4,,1.8 days,82.2,80.3,86.9,87.4,92.2,3.1,7,6.1,80.5,88.8,74,86.7,77.3,82.9,81.3,80.2,85,84,80.9,83.8,69,61.8,70.8,61.9,73.5,71.2,79.1,71.7,11.4,66.5,,EMERGING,2022,41.789961,-87.78084,,,898,939,35.2,35.2,28,28,22,22,28.7,28.7
609955,GRESHAM,Walter Q Gresham Elementary School,Neighborhood,ES,8524 S GREEN ST,Chicago,Illinois,60620,773-535-3350,2022,,,,,,NO DATA AVAILABLE,PARTIALLY ORGANIZED,96,73,94.9,71,,,EXCELLING,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,1.1,,33.3,,1.8 days,90.3,90.7,86.9,89.2,91.6,,,,,,,,,,,,,,,,,,,,,,,,14.5,31.1,,EMERGING,2022,41.73892,-87.645025,,,0,939,0,0,0,0,0,0,0,0
400157,NOBLE - BAKER HS,Noble - Baker College Prep,Charter,HS,2710 E 89TH ST,Chicago,Illinois,60617,773-535-6460,2022,,,,,,FAR BELOW EXPECTATIONS,ORGANIZED,55.2,73,94.7,71,,,EMERGING,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,,,,,,71.2,77.2,86.9,,,1.2,6.8,6.1,88.2,88.8,72.5,86.7,87,82.9,81.1,80.2,87.8,84,72,83.8,49,61.8,81.8,61.9,66.7,71.2,70.2,71.7,26.3,76.9,,NOT RATED,2022,41.734622,-87.556201,,,869,939,15.8,15.8,13.3,13.3,16.7,16.7,15.4,15.4
610539,CAMRAS,Marvin Camras Elementary School,Neighborhood,ES,3000 N MANGO AVE,Chicago,Illinois,60634,773-534-2960,2022,,,,,,NO DATA AVAILABLE,MODERATELY ORGANIZED,68.4,73,55.8,71,,,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,,,,,,92.9,90.6,86.9,86.2,91.9,,,,,,,,,,,,,,,,,,,,,,,,5.4,38.1,,ESTABLISHED,2022,41.934931,-87.770127,,,0,939,0,0,0,0,0,0,0,0
609921,TELPOCHCALLI,Telpochcalli Elementary School,Neighborhood,ES,2832 W 24TH BLVD,Chicago,Illinois,60623,773-534-1402,2022,,2022,,,,NO DATA AVAILABLE,MODERATELY ORGANIZED,55.6,73,25,71,,,EXCELLING,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,,,,,,,90.9,87.7,86.9,81.5,90.7,,,,,,,,,,,,,,,,,,,,,,,,10.3,40.2,,EMERGING,2022,41.847947,-87.696006,,,0,939,0,0,0,0,0,0,0,0
400169,NOBLE - ITW SPEER HS,Noble - ITW David Speer Academy,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,773-622-7484,2022,,,,,,BELOW EXPECTATIONS,ORGANIZED,80.4,73,63.8,71,,,EMERGING,STRONG,STRONG,STRONG,NEUTRAL,WEAK,WEAK,,,,,,,79,86.4,86.9,,,1.5,0.7,6.1,96.3,88.8,92.9,86.7,89.2,82.9,89.7,80.2,91.2,84,88.6,83.8,67.5,61.8,83.1,61.9,70.4,71.2,73.9,71.7,2.3,48.4,,NOT RATED,2022,41.92563,-87.769808,,,922,939,41.7,41.7,21.5,21.5,25.5,25.5,29.6,29.6
